Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Athletics,Athletics,4x400m relay,W,"KOLESNIKOVA-ILYINA, Nadezhda",Women,URS,1,0,0
Athletics,Athletics,5000m,M,"HILDENBRAND, Klaus-Peter",Men,FRG,1,0,0
Volleyball,Volleyball,volleyball,M,"STARUNSKY, Yuri",Men,URS,0,1,0
Athletics,Athletics,4x100m relay,W,"ECKERT-WÖCKEL, Bärbel",Women,GDR,0,0,1
Gymnastics,Artistic G.,team competition,M,"BRÜCKNER, Roland",Men,GDR,1,0,0
Aquatics,Water polo,water polo,M,"HORKAI, Gyorgy",Men,HUN,0,0,1
Cycling,Cycling Track,Sprint indivual,M,"TKAC, Anton",Men,TCH,0,0,1
Cycling,Cycling Road,team time trial,M,"NOWICKI, Mieczyslaw",Men,POL,0,1,0
Basketball,Basketball,basketball,W,"YORDANOVA, Todorka",Women,BUL,1,0,0
Boxing,Boxing,48 - 51kg (flyweight),M,"TOROSYAN, David",Men,URS,1,0,0
Rowing,Rowing,single sculls (1x),W,"SCHEIBLICH, Christine",Women,GDR,0,0,1
Football,Football,football,M,"HÄFNER, Reinhard",Men,GDR,0,0,1
Judo,Judo,70 - 80kg (middleweight),M,"DVOINIKOV, Valeri",Men,URS,0,1,0
Fencing,Fencing,foil team,M,"DAL ZOTTO, Fabio",Men,ITA,0,1,0
Boxing,Boxing,+ 81kg (heavyweight),M,"SIMON, Mircea",Men,ROU,0,1,0
Handball,Handball,handball,M,"KRAVTSOV, Vladimir",Men,URS,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"TUDORAN, Ioana",Women,ROU,1,0,0
Athletics,Athletics,4x100m relay,M,"SILOVS, Yuris",Men,URS,1,0,0
Aquatics,Diving,3m springboard,M,"BOGGS, Philip George",Men,USA,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"JEZEK, Linda Louise",Women,USA,0,1,0
Athletics,Athletics,400m,W,"SZEWINSKA, Irena",Women,POL,0,0,1
Fencing,Fencing,sabre individual,M,"NAZLYMOV, Vladimir",Men,URS,0,1,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"LEONARD, Ray Charles",Men,USA,0,0,1
Athletics,Athletics,4x100m relay,W,"HELTEN, Inge",Women,FRG,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"BRIETZKE, Siegfried",Men,GDR,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"ALEXANDROVA-POPOVA, Larissa",Women,URS,0,1,0
Gymnastics,Artistic G.,team competition,W,"GABOR, Georgeta",Women,ROU,0,1,0
Athletics,Athletics,4x100m relay,M,"KURRAT, Klaus-Dieter",Men,GDR,0,1,0
Shooting,Shooting,50m rifle 3 positions (3x40 shots),X,"SEIBOLD, Werner",Men,FRG,1,0,0
Sailing,Sailing,single-handed dinghy (Finn),M,"BALASHOV, Andrei",Men,URS,0,1,0
Boxing,Boxing,- 48kg (light-flyweight),M,"LI, Byong Uk",Men,PRK,0,1,0
Athletics,Athletics,800m,W,"CHTEREVA, Nikolina",Women,BUL,0,1,0
Boxing,Boxing,51 - 54kg (bantamweight),M,"GU, Young Jo",Men,PRK,0,0,1
Fencing,Fencing,sabre team,M,"VINOKUROV, Eduard",Men,URS,0,0,1
Rowing,Rowing,pair without coxswain (2-),W,"EINÖDER-STRAUBE, Thea",Women,FRG,1,0,0
Boxing,Boxing,71-75kg,M,"RISKIEV, Rufat",Men,URS,0,1,0
Handball,Handball,handball,W,"LOBOVA, Nina",Women,URS,0,0,1
Handball,Handball,handball,M,"LAGUTIN, Yuri",Men,URS,0,0,1
Boxing,Boxing,+ 81kg (heavyweight),M,"TATE, John",Men,USA,1,0,0
Basketball,Basketball,basketball,W,"BROGDEN, Cinderella Jane",Women,USA,0,1,0
Aquatics,Swimming,100m freestyle,M,"BABASHOFF, Jack, Jr.",Men,USA,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"BERGODD, Arne",Men,NOR,0,1,0
Handball,Handball,handball,W,"CSIK, Klara",Women,HUN,1,0,0
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"ZOBELT, Roswietha",Women,GDR,0,0,1
Fencing,Fencing,épée team,M,"EVEQUOZ, Jean-Blaise",Men,SUI,1,0,0
Handball,Handball,handball,M,"ISHCHENKO, Mikhail",Men,URS,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"GIURCA, Elena",Women,ROU,1,0,0
Equestrian,Jumping,team,X,"SÖNKSEN, Sönke",Men,FRG,0,1,0
Gymnastics,Artistic G.,team competition,M,"ANDRIANOV, Nikolay",Men,URS,0,1,0
Cycling,Cycling Road,team time trial,M,"PIKKUUS, Aavo",Men,URS,0,0,1
Shooting,Shooting,skeet (125 targets),X,"GAWLIKOWSKI, Wieslaw",Men,POL,1,0,0
Equestrian,Dressage,team,X,"MORKIS, Dorothy Sarkis",Women,USA,1,0,0
Athletics,Athletics,800m,M,"VAN DAMME, Ivo",Men,BEL,0,1,0
Equestrian,Jumping,team,X,"ROCHE, Michel",Men,FRA,0,0,1
Handball,Handball,handball,M,"MUNTEANU, Nicolae",Men,ROU,0,1,0
Athletics,Athletics,4x400m relay,M,"BROWN, Benjamin Gene",Men,USA,0,0,1
Athletics,Athletics,javelin throw,M,"SIITONEN, Hannu Juhani",Men,FIN,0,1,0
Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)",M,"CZARNECKI, Kazimierz",Men,POL,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"OPARA, Jerzy",Men,POL,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"HESS, Sabine",Women,GDR,0,0,1
Modern Pentathlon,Modern Pentath.,Team competition,M,"ADAM, Jiri",Men,TCH,0,1,0
Athletics,Athletics,pole vault,M,"KALLIOMÄKI, Antti Tapani",Men,FIN,0,1,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"BEKHTEREV, Dmitri",Men,URS,0,1,0
Athletics,Athletics,4x400m relay,M,"NEWHOUSE, Frederick Vaughn",Men,USA,0,0,1
Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,"SHARY, Valeri",Men,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"ROSHCHINA, Nadezhda",Women,URS,0,1,0
Volleyball,Volleyball,volleyball,W,"SMOLEEVA, Nina",Women,URS,0,1,0
Handball,Handball,handball,W,"PANCHUK, Lyudmila",Women,URS,0,0,1
Equestrian,Eventing,individual,X,"PLUMB, John Michael",Men,USA,0,1,0
Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,"DZIEDZIC, Stanley Joseph, Jr.",Men,USA,1,0,0
Aquatics,Water polo,water polo,M,"TOONEN, Hendrik (Rik)",Men,NED,1,0,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"KOLEV, Vladimir",Men,BUL,1,0,0
Athletics,Athletics,100m,M,"BORZOV, Valery",Men,URS,1,0,0
Handball,Handball,handball,W,"RICHTER-HOCHMUT, Kristina",Women,GDR,0,1,0
Gymnastics,Artistic G.,floor exercises,M,"KORMANN, Peter Martin",Men,USA,1,0,0
Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,"ARAI, Masao",Men,JPN,1,0,0
Boxing,Boxing,- 48kg (light-flyweight),M,"POOLTARAT, Payao",Men,THA,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"MATTERN, Joachim",Men,GDR,0,1,0
Athletics,Athletics,4x400m relay,W,"MALETZKI, Doris",Women,GDR,0,0,1
Aquatics,Swimming,4x100m medley relay,M,"HENCKEN, John Frederick",Men,USA,0,0,1
Rowing,Rowing,double sculls (2x),W,"RAMOSHKENE, Genovate",Women,URS,1,0,0
Gymnastics,Artistic G.,team competition,W,"ESCHER, Gitta",Women,GDR,1,0,0
Volleyball,Volleyball,volleyball,M,"SAVIGNE SAVIGNE, Jesus",Men,CUB,1,0,0
Athletics,Athletics,long jump,M,"WILLIAMS, Randel Luvelle",Men,USA,0,1,0
Handball,Handball,handball,W,"KRAUSE, Roswitha",Women,GDR,0,1,0
Basketball,Basketball,basketball,W,"DAUNENE, Tamara",Women,URS,0,0,1
Football,Football,football,M,"MOWLIK, Piotr",Men,POL,0,1,0
Athletics,Athletics,shot put,W,"FIBINGEROVA, Helena",Women,TCH,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"SEVOSTYANOVA, Nadezhda",Women,URS,1,0,0
Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)",M,"MILITOSYAN, Vartan",Men,URS,0,1,0
Cycling,Cycling Track,Individual Pursuit,M,"HUSCHKE, Thomas",Men,GDR,1,0,0
Handball,Handball,handball,W,"SHUBINA, Lyudmila",Women,URS,0,0,1
Shooting,Shooting,50m rifle prone (60 shots),X,"LUSHCHIKOV, Gennadi",Men,URS,1,0,0
Cycling,Cycling Road,individual road race,M,"JOHANSSON, Bernt",Men,SWE,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"FURNISS, Bruce Macfarlane",Men,USA,0,0,1
Basketball,Basketball,basketball,M,"DAVIS, Walter Paul",Men,USA,0,0,1
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"SVOJANOVSKY, Oldrich",Men,TCH,1,0,0
Handball,Handball,handball,W,"KRETZSCHMAR, Waltraud",Women,GDR,0,1,0
Judo,Judo,63 - 70kg (half-middleweight),M,"TALAJ, Marian",Men,POL,1,0,0
Fencing,Fencing,foil team,W,"NIKONOVA, Valentina",Women,URS,0,0,1
Hockey,Hockey,hockey,M,"DANCER, Barry",Men,AUS,0,1,0
Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,"IVANOV, Aleksandr",Men,URS,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"DIBA, Vasile",Men,ROU,0,0,1
Football,Football,football,M,"HEIDLER, Gerd",Men,GDR,0,0,1
Gymnastics,Artistic G.,balance beam,W,"COMANECI, Nadia",Women,ROU,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"EBERT, Henrietta",Women,GDR,0,0,1
Gymnastics,Artistic G.,team competition,W,"KORBUT, Olga",Women,URS,0,0,1
Football,Football,football,M,"KMIECIK, Kazimierz",Men,POL,0,1,0
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"BANDOLOWSKI, Valdemar",Men,DEN,0,0,1
Athletics,Athletics,discus throw,M,"WILKINS, Malcolm Maurice",Men,USA,0,0,1
Aquatics,Swimming,200m butterfly,W,"TAUBER, Ulrike",Women,GDR,0,1,0
Equestrian,Jumping,team,X,"VAN PAESSCHEN, Stanny",Men,BEL,1,0,0
Fencing,Fencing,foil team,M,"REVENU, Daniel",Men,FRA,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"ECKBAUER-BAUMANN, Edith",Women,FRG,1,0,0
Fencing,Fencing,épée team,M,"BEHR, Reinhold",Men,FRG,0,1,0
Cycling,Cycling Road,team time trial,M,"BLAUDZUN, Verner",Men,DEN,1,0,0
Aquatics,Swimming,400m individual medley,M,"SMIRNOV, Andrei",Men,URS,1,0,0
Aquatics,Water polo,water polo,M,"CSAPO, Gabor",Men,HUN,0,0,1
Aquatics,Swimming,4x100m medley relay,M,"SMITH, Graham",Men,CAN,0,1,0
Basketball,Basketball,basketball,M,"ZHIGILY, Vladimir",Men,URS,1,0,0
Athletics,Athletics,400m,M,"FRAZIER, Herman Ronald",Men,USA,1,0,0
Handball,Handball,handball,M,"BIRTALAN, Stefan",Men,ROU,0,1,0
Fencing,Fencing,foil team,M,"SIMONCELLI, Stefano",Men,ITA,0,1,0
Handball,Handball,handball,W,"BUJDOSO, Agota",Women,HUN,1,0,0
Gymnastics,Artistic G.,team competition,M,"KAJIYAMA, Hiroshi",Men,JPN,0,0,1
Equestrian,Eventing,team,X,"BENNETT, Mervyn",Men,AUS,1,0,0
Fencing,Fencing,foil team,M,"BEHR, Matthias",Men,FRG,0,0,1
Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,"PETERSON, Benjamin Lee",Men,USA,0,1,0
Volleyball,Volleyball,volleyball,W,"YANO, Hiromi",Women,JPN,0,0,1
Volleyball,Volleyball,volleyball,W,"LEE, Soon-Ok",Women,KOR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"MATTERN, Joachim",Men,GDR,0,0,1
Athletics,Athletics,discus throw,W,"SCHLAAK-JAHL, Evelin",Women,GDR,0,0,1
Archery,Archery,individual FITA round,M,"MICHINAGA, Hiroshi",Men,JPN,0,1,0
Rowing,Rowing,pair without coxswain (2-),W,"NOACK, Angelika",Women,GDR,0,1,0
Gymnastics,Artistic G.,team competition,W,"FILATOVA, Maria",Women,URS,0,0,1
Gymnastics,Artistic G.,uneven bars,W,"EGERVARY, Marta",Women,HUN,1,0,0
Gymnastics,Artistic G.,team competition,W,"GROZDOVA, Svetlana",Women,URS,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"MICSA-MACOVICIUC, Maria",Women,ROU,1,0,0
Gymnastics,Artistic G.,team competition,W,"GRIGORAS, Anca",Women,ROU,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"WILKE, Marina",Women,GDR,0,0,1
Sailing,Sailing,flying dutchman,X,"FICKER, Peter",Men,BRA,1,0,0
Athletics,Athletics,110m hurdles,M,"DRUT, Guy",Men,FRA,0,0,1
Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,"TAKADA, Yuji",Men,JPN,0,0,1
Equestrian,Dressage,team,X,"GRILLO, Gabriela",Women,FRG,0,0,1
Equestrian,Dressage,team,X,"LEHMANN, Ulrich",Men,SUI,0,1,0
Hockey,Hockey,hockey,M,"MC INTYRE, Alan Lionel",Men,NZL,0,0,1
Athletics,Athletics,shot put,M,"BARYSHNIKOV, Aleksandr",Men,URS,1,0,0
Athletics,Athletics,200m,W,"STECHER, Renate",Women,GDR,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"LÜCK, Hans-Joachim",Men,GDR,0,0,1
Aquatics,Diving,10m platform,M,"LOUGANIS, Gregory",Men,USA,0,1,0
Volleyball,Volleyball,volleyball,M,"CHULAK, Yefim",Men,URS,0,1,0
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"BORCHMANN, Anke",Women,GDR,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"FÄRBER, Hans-Johann",Men,FRG,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"MAC DONALD, Gary",Men,CAN,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"LACINA, Vladek",Men,TCH,1,0,0
Football,Football,football,M,"NAZARENKO, Leonid",Men,URS,1,0,0
Handball,Handball,handball,W,"MICHAELIS, Liane",Women,GDR,0,1,0
Hockey,Hockey,hockey,M,"ARCHIBALD, Geoffrey",Men,NZL,0,0,1
Sailing,Sailing,Tornado - Multihull,X,"MCFAULL, David Rockwell",Men,USA,0,1,0
Handball,Handball,handball,M,"ILYIN, Vasili",Men,URS,0,0,1
Boxing,Boxing,67 - 71kg (light-middleweight),M,"SAVCHENKO, Viktor",Men,URS,1,0,0
Athletics,Athletics,discus throw,W,"HINZMANN, Gabriele",Women,GDR,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"BRAUN, Gregor",Men,FRG,0,0,1
Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,"YARYGIN, Ivan",Men,URS,0,0,1
Aquatics,Swimming,400m individual medley,W,"TAUBER, Ulrike",Women,GDR,0,0,1
Athletics,Athletics,javelin throw,M,"NEMETH, Miklos",Men,HUN,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"KOSTULSKI, Roland",Men,GDR,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,"CSAPO, Geza",Men,HUN,0,1,0
Sailing,Sailing,470 - Two Person Dinghy,M,"HÜBNER, Frank",Men,FRG,0,0,1
Hockey,Hockey,hockey,M,"WILSON, Les",Men,NZL,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"TALALAEVA, Lyubov",Women,URS,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"KUNZE, Rüdiger",Men,GDR,0,1,0
Aquatics,Swimming,200m butterfly,M,"BRUNER, Michael Lee",Men,USA,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"MCLEAN, Alexander",Men,NZL,1,0,0
Athletics,Athletics,4x400m relay,M,"PARKS, Maxwell Lander",Men,USA,0,0,1
Athletics,Athletics,long jump,W,"VOIGT, Angela",Women,GDR,0,0,1
Football,Football,football,M,"CMIKIEWICZ, Leslaw",Men,POL,0,1,0
Rowing,Rowing,double sculls (2x),W,"JAHN, Sabine",Women,GDR,0,1,0
Aquatics,Swimming,100m breaststroke,W,"RUSANOVA, Lyubov",Women,URS,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"SIERING, Laura Gail",Women,USA,0,1,0
Hockey,Hockey,hockey,M,"BROWNING, Gregory",Men,AUS,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"BAUMGART, Bernd",Men,GDR,0,0,1
Fencing,Fencing,épée team,M,"FLODSTRÖM, Göran",Men,SWE,0,0,1
Aquatics,Swimming,100m breaststroke,M,"WILKIE, David Andrew",Men,GBR,0,1,0
Aquatics,Swimming,4x100m freestyle relay,W,"CLARK, Barbara Lynny",Women,CAN,1,0,0
Hockey,Hockey,hockey,M,"AKHTAR, Rasool",Men,PAK,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"PONSTEEN, Herman",Men,NED,0,1,0
Fencing,Fencing,foil individual,W,"COLLINO, Maria Consolata",Women,ITA,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"DÖHN, Gottfried",Men,GDR,0,0,1
Aquatics,Water polo,water polo,M,"VAN ZEELAND, Hans",Men,NED,1,0,0
Athletics,Athletics,400m,W,"BREHMER-LATHAN, Christina",Women,GDR,0,1,0
Gymnastics,Artistic G.,parallel bars,M,"TSUKAHARA, Mitsuo",Men,JPN,1,0,0
Basketball,Basketball,basketball,M,"KUPCHAK, Mitchell",Men,USA,0,0,1
Fencing,Fencing,épée team,M,"JACOBSON, Hans",Men,SWE,0,0,1
Boxing,Boxing,63.5 - 67kg (welterweight),M,"ZILBERMAN, Victor",Men,ROU,1,0,0
Basketball,Basketball,basketball,M,"ZIZIC, Rajko",Men,YUG,0,1,0
Athletics,Athletics,pentathlon,W,"BODNER-LASER, Christine",Women,GDR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"GOPOVA-TROFIMOVA, Nina",Women,URS,0,0,1
Fencing,Fencing,foil team,W,"NOVIKOVA-BELOVA, Elena",Women,URS,0,0,1
Equestrian,Eventing,individual,X,"COFFIN, Edmund Sloane",Men,USA,0,0,1
Athletics,Athletics,400m hurdles,M,"GAVRILENKO, Yevgeni",Men,URS,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"COKER, Trevor",Men,NZL,1,0,0
Athletics,Athletics,200m,W,"ECKERT-WÖCKEL, Bärbel",Women,GDR,0,0,1
Basketball,Basketball,basketball,W,"LEWIS, Charlotte",Women,USA,0,1,0
Gymnastics,Artistic G.,team competition,W,"SAADI, Elvira",Women,URS,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"OLBRICHT, Bernd",Men,GDR,0,1,0
Football,Football,football,M,"WIECZOREK, Henryk",Men,POL,0,1,0
Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,"MORCOV, Stelica",Men,ROU,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"OLBRICHT, Bernd",Men,GDR,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"KRYLOV, Andrei",Men,URS,0,1,0
Aquatics,Diving,10m platform,W,"KNAPE-LINDBERGH, Ulrika",Women,SWE,0,1,0
Volleyball,Volleyball,volleyball,W,"YOSHIDA, Mariko",Women,JPN,0,0,1
Basketball,Basketball,basketball,W,"MEYERS, Ann Elizabeth",Women,USA,0,1,0
Fencing,Fencing,foil team,W,"KOVACS, Edit",Women,HUN,1,0,0
Football,Football,football,M,"SCHADE, Hartmut",Men,GDR,0,0,1
Sailing,Sailing,flying dutchman,X,"DIESCH, Jörg",Men,FRG,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"MENENDEZ RODRIGUEZ, Herminio",Men,ESP,0,1,0
Handball,Handball,handball,M,"CHERNYSHOV, Evgeni",Men,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"RICHTER, Ilona",Women,GDR,0,0,1
Cycling,Cycling Track,Sprint indivual,M,"GESCHKE, Hans-Jürgen",Men,GDR,1,0,0
Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)",M,"LOSCH, Helmut",Men,GDR,1,0,0
Gymnastics,Artistic G.,floor exercises,W,"KIM, Nelli",Women,URS,0,0,1
Boxing,Boxing,51 - 54kg (bantamweight),M,"COWDELL, Patrick",Men,GBR,1,0,0
Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,"JEON, Hae-Sup",Men,KOR,1,0,0
Fencing,Fencing,foil team,W,"SIDOROVA, Valentina",Women,URS,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"BUTKUS, Vitautas",Men,URS,0,1,0
Cycling,Cycling Road,team time trial,M,"MYTNIK, Tadeusz",Men,POL,0,1,0
Fencing,Fencing,foil team,W,"MUZIO, Christine",Women,FRA,0,1,0
Aquatics,Swimming,4x100m freestyle relay,W,"AMUNDRUD, Gail",Women,CAN,1,0,0
Rowing,Rowing,single sculls (1x),M,"KARPPINEN, Pertti",Men,FIN,0,0,1
Handball,Handball,handball,W,"TOTH-HARSANYI, Borbala",Women,HUN,1,0,0
Judo,Judo,open category,M,"CHOCHOSHVILI, Shota",Men,URS,1,0,0
Boxing,Boxing,51 - 54kg (bantamweight),M,"MOONEY, Charles Michael",Men,USA,0,1,0
Boxing,Boxing,63.5 - 67kg (welterweight),M,"BACHFELD, Jochen",Men,GDR,0,0,1
Football,Football,football,M,"RIEDIGER, Hans-Jürgen",Men,GDR,0,0,1
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"SHURKALOV, Yuri",Men,URS,0,1,0
Hockey,Hockey,hockey,M,"MARSHALL, Stephen",Men,AUS,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"SUTHERLAND, Ivan",Men,NZL,1,0,0
Gymnastics,Artistic G.,parallel bars,M,"ANDRIANOV, Nikolay",Men,URS,0,1,0
Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),M,"CHEBOKSAROV, Vladimir",Men,URS,0,1,0
Athletics,Athletics,100m,W,"HELTEN, Inge",Women,FRG,1,0,0
Aquatics,Diving,10m platform,M,"ALEINIK, Vladimir",Men,URS,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"GORETZKI, Viola",Women,GDR,0,0,1
Fencing,Fencing,épée team,M,"PUSCH, Alexander",Men,FRG,0,1,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"SVOJANOVSKY, Pavel",Men,TCH,1,0,0
Volleyball,Volleyball,volleyball,M,"SARMIENTOS BIOS, Victoriano",Men,CUB,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"DIESSNER, Ullrich",Men,GDR,0,1,0
Volleyball,Volleyball,volleyball,W,"SHCHETININA, Lyudmila",Women,URS,0,1,0
Athletics,Athletics,high jump,W,"SIMEONI, Sara",Women,ITA,0,1,0
Athletics,Athletics,hammer throw,M,"SEDYKH, Yuri",Men,URS,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"DEGTYAREV, Aleksandr",Men,URS,0,0,1
Equestrian,Jumping,team,X,"ROZIER, Jean Marcel",Men,FRA,0,0,1
Athletics,Athletics,4x100m relay,M,"BORZOV, Valery",Men,URS,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"VOGEL, Matthew Haynes",Men,USA,0,0,1
Volleyball,Volleyball,volleyball,W,"YU, Jung-Hyae",Women,KOR,1,0,0
Athletics,Athletics,pole vault,M,"SLUSARSKI, Tadeusz",Men,POL,0,0,1
Football,Football,football,M,"GORGON, Jerzy",Men,POL,0,1,0
Basketball,Basketball,basketball,M,"HUBBARD, Phillip Gregory",Men,USA,0,0,1
Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),M,"RECZI, Laszlo",Men,HUN,1,0,0
Equestrian,Dressage,individual,X,"KLIMKE, Reiner",Men,FRG,1,0,0
Hockey,Hockey,hockey,M,"PROCTOR, Robert",Men,AUS,0,1,0
Football,Football,football,M,"RESHKO, Stefan",Men,URS,1,0,0
Athletics,Athletics,100m hurdles,W,"LEBEDEVA, Natalya",Women,URS,1,0,0
Athletics,Athletics,1500m,W,"KLAPEZYNSKI-BRUNS, Ulrike",Women,GDR,1,0,0
Gymnastics,Artistic G.,team competition,W,"TURISCHEVA, Lyudmila",Women,URS,0,0,1
Aquatics,Swimming,400m freestyle,W,"THÜMER, Petra",Women,GDR,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"WILSON, Lindsay",Men,NZL,1,0,0
Athletics,Athletics,triple jump,M,"BUTTS, James A.",Men,USA,0,1,0
Aquatics,Swimming,4x100m freestyle relay,W,"ENDER, Kornelia",Women,GDR,0,1,0
Hockey,Hockey,hockey,M,"MANZOOR, Hassan",Men,PAK,1,0,0
Volleyball,Volleyball,volleyball,M,"ZAITSEV, Viacheslav",Men,URS,0,1,0
Fencing,Fencing,épée team,M,"POFFET, Michel",Men,SUI,1,0,0
Sailing,Sailing,470 - Two Person Dinghy,M,"BROWN, Ian",Men,AUS,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"MATHESON, Hugh Patrick",Men,GBR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"KREFT-ALEKSEEVA, Galina",Women,URS,0,0,1
Hockey,Hockey,hockey,M,"CHESNEY, Alan",Men,NZL,0,0,1
Rowing,Rowing,double sculls (2x),M,"BERTOW, Jürgen",Men,GDR,1,0,0
Hockey,Hockey,hockey,M,"SMITH, Trevor",Men,AUS,0,1,0
Aquatics,Swimming,1500m freestyle,M,"HOLLAND, Stephen",Men,AUS,1,0,0
Athletics,Athletics,5000m,M,"QUAX, Dick Theodorus",Men,NZL,0,1,0
Handball,Handball,handball,W,"ANGYAL, Eva",Women,HUN,1,0,0
Athletics,Athletics,discus throw,W,"VERGOVA-PETKOVA, Maria",Women,BUL,0,1,0
Gymnastics,Artistic G.,team competition,W,"KRÄKER, Steffi",Women,GDR,1,0,0
Judo,Judo,70 - 80kg (middleweight),M,"PARK, Young-Chul",Men,KOR,1,0,0
Hockey,Hockey,hockey,M,"ACKERLEY, Paul",Men,NZL,0,0,1
Football,Football,football,M,"MASZCZYK, Zygmunt",Men,POL,0,1,0
Wrestling,Wrestling Free.,- 48kg (light-flyweight),M,"KUDO, Akira",Men,JPN,1,0,0
Aquatics,Water polo,water polo,M,"BARACCHINI, Silvio",Men,ITA,0,1,0
Athletics,Athletics,200m,M,"HAMPTON, Millard Frank Jr.",Men,USA,0,1,0
Athletics,Athletics,long jump,W,"MCMILLAN, Catherine Laverne",Women,USA,0,1,0
Athletics,Athletics,pole vault,M,"ROBERTS, David Luther",Men,USA,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"NABER, John Phillips",Men,USA,0,0,1
Wrestling,Wrestling Free.,- 48kg (light-flyweight),M,"MURSELOV, Khassan Issaiev",Men,BUL,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"HURT, Anthony",Men,NZL,1,0,0
